name,postcode,lat,lon
Booted eagles and Perching duck,YO25 8RU,53.903589718119600,-0.311682450640679
Condor and Armadillo,HU11 5AL,53.820599467600500,-0.226586000000000
Songlark and Dorcopsis,HU11 4UA,53.848307328397100,-0.185449993408098
Magpie and Ibex,HU18 1NJ,53.914338167113000,-0.161560586053245
Minke whale and Coati,HU18 1EW,53.916714134093900,-0.169983428742060
Thrasher and Petrel,HU18 1HH,53.916690546949700,-0.171385360247233
Wader and Bronzewing pigeon,HU11 4QW,53.828831853929300,-0.116332644811222
Parrotlet and Hawaiian honeycreeper,HU11 4RY,53.833604701387600,-0.103747962246414
Mink and Argus,HU11 5SH,53.904362953053700,-0.231155040985399
Lemming and Condor,HU18 1DE,53.910505701048100,-0.171366313567761
River dolphin and Viscacha,HU18 1JH,53.919861762408200,-0.168307697129891
Nukupuʻu and Kākāriki,HU18 1PY,53.909274177209900,-0.172546728237695
Philippine hawk-owl and Shearwater,HU11 4LN,53.813771000000000,-0.196132000000000
Parrotbill and Parakeet,YO25 8UB,53.978612223226400,-0.218357818225409
White ibis and Mink,HU7 5BN,53.806684334836400,-0.324903472117448
Siskin and Condor,HU18 1RH,53.905158836917700,-0.171478098916861
Pitohui and Macaw,HU11 5SZ,53.905293000000000,-0.227082000000000
Old World vulture and Wallaby,HU18 1BG,53.909623000000000,-0.174739000000000
Recurvebill and Condor,HU17 5NT,53.892171977080300,-0.315399344183643
Magpie and Chipmunk,HU11 5RQ,53.904521426443800,-0.215743064159923
Wader and Chicken,HU17 5LJ,53.890179508869500,-0.322038072007511
Kākāriki and Black cockatoo,YO25 8QH,53.912268798681100,-0.304998680876421
Vulture and Vulture,HU18 1BZ,53.907433837794200,-0.202971000000000
Boto and Tattler,HU11 5SS,53.920592836385300,-0.262250644402450
